,session_acc_mean,session_acc_mean,session_acc_mean,session_acc_mean,retention_delta,retention_delta,retention_delta,retention_delta,proficiency_trend,proficiency_trend,proficiency_trend,proficiency_trend,efficiency_index,efficiency_index,efficiency_index,efficiency_index,accuracy,accuracy,accuracy,accuracy,span_days,span_days,span_days,span_days
,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count
cluster_label,,,,,,,,,,,,,,,,,,,,,,,,
0,0.5658499013677573,0.5666666666666667,0.11491763125665601,1288,,,,0,0.0020258143263634865,0.0016444054286135885,0.006572881264267208,1288,0.0564086990698115,0.05636714991135912,0.010965297522464012,1288,0.5673702550281409,0.5669154228855722,0.11470424025632998,1288,0.4107470229109156,0.027399855324074074,4.260706149112312,1288
1,0.44234081282700877,0.5014255255866777,0.1914130884721507,29,-0.04643333820422236,-0.05827869159627189,0.1576918872361797,10,0.0005461754190828553,-5.042613068685941e-05,0.004744312518237635,29,0.04192056506185409,0.044325814385564884,0.01958814153878817,29,0.37581361581276274,0.32083333333333336,0.2160573123244656,29,54.60732580340038,18.761677916666667,79.56678472502915,29
2,0.5710959145411237,0.5791539771424828,0.11363641231302204,48275,0.015488400758785341,0.01812862672796478,0.18161469015929316,31219,0.0004377172652262059,1.44468092668814e-05,0.003862819066763422,48275,0.05626095279823346,0.05668297125536511,0.009352080395655807,48275,0.5751699593135216,0.5830406422478676,0.10561403169892344,48275,57.41465889199776,24.175252604166666,78.13498361376836,48275
